AOI Coordinates,2016,2017,2018,2019,2020,2021,2022
"[[[74.96792937305237, 31.95339457502559], [74.97792937305238, 31.95339457502559], [74.97792937305238, 31.963394575025593], [74.96792937305237, 31.963394575025593], [74.96792937305237, 31.95339457502559]]]",297.5466613769531,297.1852722167969,296.8702697753906,296.6268310546875,295.2295227050781,0,0
"[[[74.96792937305237, 31.963394575025593], [74.97792937305238, 31.963394575025593], [74.97792937305238, 31.973394575025594], [74.96792937305237, 31.973394575025594], [74.96792937305237, 31.963394575025593]]]",0.0,0.0,0.0,0.0,0.0,0,0
"[[[74.96792937305237, 31.97339457502559], [74.97792937305238, 31.97339457502559], [74.97792937305238, 31.983394575025592], [74.96792937305237, 31.983394575025592], [74.96792937305237, 31.97339457502559]]]",297.5466613769531,297.1852722167969,296.8702697753906,296.6268310546875,295.2295227050781,0,0
"[[[74.96792937305237, 31.983394575025592], [74.97792937305238, 31.983394575025592], [74.97792937305238, 31.993394575025594], [74.96792937305237, 31.993394575025594], [74.96792937305237, 31.983394575025592]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.96792937305237, 31.99339457502559], [74.97792937305238, 31.99339457502559], [74.97792937305238, 32.00339457502559], [74.96792937305237, 32.00339457502559], [74.96792937305237, 31.99339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.96792937305237, 32.003394575025595], [74.97792937305238, 32.003394575025595], [74.97792937305238, 32.01339457502559], [74.96792937305237, 32.01339457502559], [74.96792937305237, 32.003394575025595]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.96792937305237, 32.01339457502559], [74.97792937305238, 32.01339457502559], [74.97792937305238, 32.02339457502559], [74.96792937305237, 32.02339457502559], [74.96792937305237, 32.01339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.96792937305237, 32.02339457502559], [74.97792937305238, 32.02339457502559], [74.97792937305238, 32.03339457502559], [74.96792937305237, 32.03339457502559], [74.96792937305237, 32.02339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.96792937305237, 32.03339457502559], [74.97792937305238, 32.03339457502559], [74.97792937305238, 32.04339457502559], [74.96792937305237, 32.04339457502559], [74.96792937305237, 32.03339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.96792937305237, 32.043394575025594], [74.97792937305238, 32.043394575025594], [74.97792937305238, 32.05339457502559], [74.96792937305237, 32.05339457502559], [74.96792937305237, 32.043394575025594]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.96792937305237, 32.05339457502559], [74.97792937305238, 32.05339457502559], [74.97792937305238, 32.06339457502559], [74.96792937305237, 32.06339457502559], [74.96792937305237, 32.05339457502559]]]",0.0,0.0,0.0,0.0,0.0,0,0
"[[[74.96792937305237, 32.06339457502559], [74.97792937305238, 32.06339457502559], [74.97792937305238, 32.07339457502559], [74.96792937305237, 32.07339457502559], [74.96792937305237, 32.06339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.96792937305237, 32.07339457502559], [74.97792937305238, 32.07339457502559], [74.97792937305238, 32.08339457502559], [74.96792937305237, 32.08339457502559], [74.96792937305237, 32.07339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.96792937305237, 32.083394575025594], [74.97792937305238, 32.083394575025594], [74.97792937305238, 32.09339457502559], [74.96792937305237, 32.09339457502559], [74.96792937305237, 32.083394575025594]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.96792937305237, 32.09339457502559], [74.97792937305238, 32.09339457502559], [74.97792937305238, 32.10339457502559], [74.96792937305237, 32.10339457502559], [74.96792937305237, 32.09339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.96792937305237, 32.10339457502559], [74.97792937305238, 32.10339457502559], [74.97792937305238, 32.11339457502559], [74.96792937305237, 32.11339457502559], [74.96792937305237, 32.10339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.96792937305237, 32.113394575025595], [74.97792937305238, 32.113394575025595], [74.97792937305238, 32.12339457502559], [74.96792937305237, 32.12339457502559], [74.96792937305237, 32.113394575025595]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.96792937305237, 32.12339457502559], [74.97792937305238, 32.12339457502559], [74.97792937305238, 32.13339457502559], [74.96792937305237, 32.13339457502559], [74.96792937305237, 32.12339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.96792937305237, 32.13339457502559], [74.97792937305238, 32.13339457502559], [74.97792937305238, 32.14339457502559], [74.96792937305237, 32.14339457502559], [74.96792937305237, 32.13339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.96792937305237, 32.14339457502559], [74.97792937305238, 32.14339457502559], [74.97792937305238, 32.15339457502559], [74.96792937305237, 32.15339457502559], [74.96792937305237, 32.14339457502559]]]",0.0,0.0,0.0,0.0,0.0,0,0
"[[[74.96792937305237, 32.153394575025594], [74.97792937305238, 32.153394575025594], [74.97792937305238, 32.16339457502559], [74.96792937305237, 32.16339457502559], [74.96792937305237, 32.153394575025594]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.96792937305237, 32.16339457502559], [74.97792937305238, 32.16339457502559], [74.97792937305238, 32.17339457502559], [74.96792937305237, 32.17339457502559], [74.96792937305237, 32.16339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.96792937305237, 32.17339457502559], [74.97792937305238, 32.17339457502559], [74.97792937305238, 32.18339457502559], [74.96792937305237, 32.18339457502559], [74.96792937305237, 32.17339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.96792937305237, 32.183394575025595], [74.97792937305238, 32.183394575025595], [74.97792937305238, 32.19339457502559], [74.96792937305237, 32.19339457502559], [74.96792937305237, 32.183394575025595]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.96792937305237, 32.19339457502559], [74.97792937305238, 32.19339457502559], [74.97792937305238, 32.20339457502559], [74.96792937305237, 32.20339457502559], [74.96792937305237, 32.19339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.96792937305237, 32.20339457502559], [74.97792937305238, 32.20339457502559], [74.97792937305238, 32.21339457502559], [74.96792937305237, 32.21339457502559], [74.96792937305237, 32.20339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.97792937305236, 31.913394575025592], [74.98792937305237, 31.913394575025592], [74.98792937305237, 31.923394575025593], [74.97792937305236, 31.923394575025593], [74.97792937305236, 31.913394575025592]]]",297.5466613769531,297.1852722167969,296.8702697753906,296.6268310546875,295.2295227050781,0,0
"[[[74.97792937305236, 31.923394575025593], [74.98792937305237, 31.923394575025593], [74.98792937305237, 31.933394575025595], [74.97792937305236, 31.933394575025595], [74.97792937305236, 31.923394575025593]]]",297.5466613769531,297.1852722167969,296.8702697753906,296.6268310546875,295.2295227050781,0,0
"[[[74.97792937305236, 31.93339457502559], [74.98792937305237, 31.93339457502559], [74.98792937305237, 31.943394575025593], [74.97792937305236, 31.943394575025593], [74.97792937305236, 31.93339457502559]]]",297.5466613769531,297.1852722167969,296.8702697753906,296.6268310546875,295.2295227050781,0,0
"[[[74.97792937305236, 31.943394575025593], [74.98792937305237, 31.943394575025593], [74.98792937305237, 31.953394575025595], [74.97792937305236, 31.953394575025595], [74.97792937305236, 31.943394575025593]]]",297.5466613769531,297.1852722167969,296.8702697753906,296.6268310546875,295.2295227050781,0,0
"[[[74.97792937305236, 31.95339457502559], [74.98792937305237, 31.95339457502559], [74.98792937305237, 31.963394575025593], [74.97792937305236, 31.963394575025593], [74.97792937305236, 31.95339457502559]]]",297.5466613769531,297.1852722167969,296.8702697753906,296.6268310546875,295.2295227050781,0,0
"[[[74.97792937305236, 31.963394575025593], [74.98792937305237, 31.963394575025593], [74.98792937305237, 31.973394575025594], [74.97792937305236, 31.973394575025594], [74.97792937305236, 31.963394575025593]]]",0.0,0.0,0.0,0.0,0.0,0,0
"[[[74.97792937305236, 31.97339457502559], [74.98792937305237, 31.97339457502559], [74.98792937305237, 31.983394575025592], [74.97792937305236, 31.983394575025592], [74.97792937305236, 31.97339457502559]]]",297.5466613769531,297.1852722167969,296.8702697753906,296.6268310546875,295.2295227050781,0,0
"[[[74.97792937305236, 31.983394575025592], [74.98792937305237, 31.983394575025592], [74.98792937305237, 31.993394575025594], [74.97792937305236, 31.993394575025594], [74.97792937305236, 31.983394575025592]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.97792937305236, 31.99339457502559], [74.98792937305237, 31.99339457502559], [74.98792937305237, 32.00339457502559], [74.97792937305236, 32.00339457502559], [74.97792937305236, 31.99339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.97792937305236, 32.003394575025595], [74.98792937305237, 32.003394575025595], [74.98792937305237, 32.01339457502559], [74.97792937305236, 32.01339457502559], [74.97792937305236, 32.003394575025595]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.97792937305236, 32.01339457502559], [74.98792937305237, 32.01339457502559], [74.98792937305237, 32.02339457502559], [74.97792937305236, 32.02339457502559], [74.97792937305236, 32.01339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.97792937305236, 32.02339457502559], [74.98792937305237, 32.02339457502559], [74.98792937305237, 32.03339457502559], [74.97792937305236, 32.03339457502559], [74.97792937305236, 32.02339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.97792937305236, 32.03339457502559], [74.98792937305237, 32.03339457502559], [74.98792937305237, 32.04339457502559], [74.97792937305236, 32.04339457502559], [74.97792937305236, 32.03339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.97792937305236, 32.043394575025594], [74.98792937305237, 32.043394575025594], [74.98792937305237, 32.05339457502559], [74.97792937305236, 32.05339457502559], [74.97792937305236, 32.043394575025594]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.97792937305236, 32.05339457502559], [74.98792937305237, 32.05339457502559], [74.98792937305237, 32.06339457502559], [74.97792937305236, 32.06339457502559], [74.97792937305236, 32.05339457502559]]]",0.0,0.0,0.0,0.0,0.0,0,0
"[[[74.97792937305236, 32.06339457502559], [74.98792937305237, 32.06339457502559], [74.98792937305237, 32.07339457502559], [74.97792937305236, 32.07339457502559], [74.97792937305236, 32.06339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.97792937305236, 32.07339457502559], [74.98792937305237, 32.07339457502559], [74.98792937305237, 32.08339457502559], [74.97792937305236, 32.08339457502559], [74.97792937305236, 32.07339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.97792937305236, 32.083394575025594], [74.98792937305237, 32.083394575025594], [74.98792937305237, 32.09339457502559], [74.97792937305236, 32.09339457502559], [74.97792937305236, 32.083394575025594]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.97792937305236, 32.09339457502559], [74.98792937305237, 32.09339457502559], [74.98792937305237, 32.10339457502559], [74.97792937305236, 32.10339457502559], [74.97792937305236, 32.09339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.97792937305236, 32.10339457502559], [74.98792937305237, 32.10339457502559], [74.98792937305237, 32.11339457502559], [74.97792937305236, 32.11339457502559], [74.97792937305236, 32.10339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.97792937305236, 32.113394575025595], [74.98792937305237, 32.113394575025595], [74.98792937305237, 32.12339457502559], [74.97792937305236, 32.12339457502559], [74.97792937305236, 32.113394575025595]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.97792937305236, 32.12339457502559], [74.98792937305237, 32.12339457502559], [74.98792937305237, 32.13339457502559], [74.97792937305236, 32.13339457502559], [74.97792937305236, 32.12339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.97792937305236, 32.13339457502559], [74.98792937305237, 32.13339457502559], [74.98792937305237, 32.14339457502559], [74.97792937305236, 32.14339457502559], [74.97792937305236, 32.13339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.97792937305236, 32.14339457502559], [74.98792937305237, 32.14339457502559], [74.98792937305237, 32.15339457502559], [74.97792937305236, 32.15339457502559], [74.97792937305236, 32.14339457502559]]]",0.0,0.0,0.0,0.0,0.0,0,0
"[[[74.97792937305236, 32.153394575025594], [74.98792937305237, 32.153394575025594], [74.98792937305237, 32.16339457502559], [74.97792937305236, 32.16339457502559], [74.97792937305236, 32.153394575025594]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.97792937305236, 32.16339457502559], [74.98792937305237, 32.16339457502559], [74.98792937305237, 32.17339457502559], [74.97792937305236, 32.17339457502559], [74.97792937305236, 32.16339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.97792937305236, 32.17339457502559], [74.98792937305237, 32.17339457502559], [74.98792937305237, 32.18339457502559], [74.97792937305236, 32.18339457502559], [74.97792937305236, 32.17339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.97792937305236, 32.183394575025595], [74.98792937305237, 32.183394575025595], [74.98792937305237, 32.19339457502559], [74.97792937305236, 32.19339457502559], [74.97792937305236, 32.183394575025595]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.97792937305236, 32.19339457502559], [74.98792937305237, 32.19339457502559], [74.98792937305237, 32.20339457502559], [74.97792937305236, 32.20339457502559], [74.97792937305236, 32.19339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.97792937305236, 32.20339457502559], [74.98792937305237, 32.20339457502559], [74.98792937305237, 32.21339457502559], [74.97792937305236, 32.21339457502559], [74.97792937305236, 32.20339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.98792937305237, 31.913394575025592], [74.99792937305237, 31.913394575025592], [74.99792937305237, 31.923394575025593], [74.98792937305237, 31.923394575025593], [74.98792937305237, 31.913394575025592]]]",297.5466613769531,297.1852722167969,296.8702697753906,296.6268310546875,295.2295227050781,0,0
"[[[74.98792937305237, 31.923394575025593], [74.99792937305237, 31.923394575025593], [74.99792937305237, 31.933394575025595], [74.98792937305237, 31.933394575025595], [74.98792937305237, 31.923394575025593]]]",297.5466613769531,297.1852722167969,296.8702697753906,296.6268310546875,295.2295227050781,0,0
"[[[74.98792937305237, 31.93339457502559], [74.99792937305237, 31.93339457502559], [74.99792937305237, 31.943394575025593], [74.98792937305237, 31.943394575025593], [74.98792937305237, 31.93339457502559]]]",297.5466613769531,297.1852722167969,296.8702697753906,296.6268310546875,295.2295227050781,0,0
"[[[74.98792937305237, 31.943394575025593], [74.99792937305237, 31.943394575025593], [74.99792937305237, 31.953394575025595], [74.98792937305237, 31.953394575025595], [74.98792937305237, 31.943394575025593]]]",297.5466613769531,297.1852722167969,296.8702697753906,296.6268310546875,295.2295227050781,0,0
"[[[74.98792937305237, 31.95339457502559], [74.99792937305237, 31.95339457502559], [74.99792937305237, 31.963394575025593], [74.98792937305237, 31.963394575025593], [74.98792937305237, 31.95339457502559]]]",297.5466613769531,297.1852722167969,296.8702697753906,296.6268310546875,295.2295227050781,0,0
"[[[74.98792937305237, 31.963394575025593], [74.99792937305237, 31.963394575025593], [74.99792937305237, 31.973394575025594], [74.98792937305237, 31.973394575025594], [74.98792937305237, 31.963394575025593]]]",0.0,0.0,0.0,0.0,0.0,0,0
"[[[74.98792937305237, 31.97339457502559], [74.99792937305237, 31.97339457502559], [74.99792937305237, 31.983394575025592], [74.98792937305237, 31.983394575025592], [74.98792937305237, 31.97339457502559]]]",297.5466613769531,297.1852722167969,296.8702697753906,296.6268310546875,295.2295227050781,0,0
"[[[74.98792937305237, 31.983394575025592], [74.99792937305237, 31.983394575025592], [74.99792937305237, 31.993394575025594], [74.98792937305237, 31.993394575025594], [74.98792937305237, 31.983394575025592]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.98792937305237, 31.99339457502559], [74.99792937305237, 31.99339457502559], [74.99792937305237, 32.00339457502559], [74.98792937305237, 32.00339457502559], [74.98792937305237, 31.99339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.98792937305237, 32.003394575025595], [74.99792937305237, 32.003394575025595], [74.99792937305237, 32.01339457502559], [74.98792937305237, 32.01339457502559], [74.98792937305237, 32.003394575025595]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.98792937305237, 32.01339457502559], [74.99792937305237, 32.01339457502559], [74.99792937305237, 32.02339457502559], [74.98792937305237, 32.02339457502559], [74.98792937305237, 32.01339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.98792937305237, 32.02339457502559], [74.99792937305237, 32.02339457502559], [74.99792937305237, 32.03339457502559], [74.98792937305237, 32.03339457502559], [74.98792937305237, 32.02339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.98792937305237, 32.03339457502559], [74.99792937305237, 32.03339457502559], [74.99792937305237, 32.04339457502559], [74.98792937305237, 32.04339457502559], [74.98792937305237, 32.03339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.98792937305237, 32.043394575025594], [74.99792937305237, 32.043394575025594], [74.99792937305237, 32.05339457502559], [74.98792937305237, 32.05339457502559], [74.98792937305237, 32.043394575025594]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.98792937305237, 32.05339457502559], [74.99792937305237, 32.05339457502559], [74.99792937305237, 32.06339457502559], [74.98792937305237, 32.06339457502559], [74.98792937305237, 32.05339457502559]]]",0.0,0.0,0.0,0.0,0.0,0,0
"[[[74.98792937305237, 32.06339457502559], [74.99792937305237, 32.06339457502559], [74.99792937305237, 32.07339457502559], [74.98792937305237, 32.07339457502559], [74.98792937305237, 32.06339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.98792937305237, 32.07339457502559], [74.99792937305237, 32.07339457502559], [74.99792937305237, 32.08339457502559], [74.98792937305237, 32.08339457502559], [74.98792937305237, 32.07339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.98792937305237, 32.083394575025594], [74.99792937305237, 32.083394575025594], [74.99792937305237, 32.09339457502559], [74.98792937305237, 32.09339457502559], [74.98792937305237, 32.083394575025594]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.98792937305237, 32.09339457502559], [74.99792937305237, 32.09339457502559], [74.99792937305237, 32.10339457502559], [74.98792937305237, 32.10339457502559], [74.98792937305237, 32.09339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.98792937305237, 32.10339457502559], [74.99792937305237, 32.10339457502559], [74.99792937305237, 32.11339457502559], [74.98792937305237, 32.11339457502559], [74.98792937305237, 32.10339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.98792937305237, 32.113394575025595], [74.99792937305237, 32.113394575025595], [74.99792937305237, 32.12339457502559], [74.98792937305237, 32.12339457502559], [74.98792937305237, 32.113394575025595]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.98792937305237, 32.12339457502559], [74.99792937305237, 32.12339457502559], [74.99792937305237, 32.13339457502559], [74.98792937305237, 32.13339457502559], [74.98792937305237, 32.12339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.98792937305237, 32.13339457502559], [74.99792937305237, 32.13339457502559], [74.99792937305237, 32.14339457502559], [74.98792937305237, 32.14339457502559], [74.98792937305237, 32.13339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.98792937305237, 32.14339457502559], [74.99792937305237, 32.14339457502559], [74.99792937305237, 32.15339457502559], [74.98792937305237, 32.15339457502559], [74.98792937305237, 32.14339457502559]]]",0.0,0.0,0.0,0.0,0.0,0,0
"[[[74.98792937305237, 32.153394575025594], [74.99792937305237, 32.153394575025594], [74.99792937305237, 32.16339457502559], [74.98792937305237, 32.16339457502559], [74.98792937305237, 32.153394575025594]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.98792937305237, 32.16339457502559], [74.99792937305237, 32.16339457502559], [74.99792937305237, 32.17339457502559], [74.98792937305237, 32.17339457502559], [74.98792937305237, 32.16339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.98792937305237, 32.17339457502559], [74.99792937305237, 32.17339457502559], [74.99792937305237, 32.18339457502559], [74.98792937305237, 32.18339457502559], [74.98792937305237, 32.17339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.98792937305237, 32.183394575025595], [74.99792937305237, 32.183394575025595], [74.99792937305237, 32.19339457502559], [74.98792937305237, 32.19339457502559], [74.98792937305237, 32.183394575025595]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.98792937305237, 32.19339457502559], [74.99792937305237, 32.19339457502559], [74.99792937305237, 32.20339457502559], [74.98792937305237, 32.20339457502559], [74.98792937305237, 32.19339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.98792937305237, 32.20339457502559], [74.99792937305237, 32.20339457502559], [74.99792937305237, 32.21339457502559], [74.98792937305237, 32.21339457502559], [74.98792937305237, 32.20339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.99792937305236, 31.913394575025592], [75.00792937305236, 31.913394575025592], [75.00792937305236, 31.923394575025593], [74.99792937305236, 31.923394575025593], [74.99792937305236, 31.913394575025592]]]",297.5466613769531,297.1852722167969,296.8702697753906,296.6268310546875,295.2295227050781,0,0
"[[[74.99792937305236, 31.923394575025593], [75.00792937305236, 31.923394575025593], [75.00792937305236, 31.933394575025595], [74.99792937305236, 31.933394575025595], [74.99792937305236, 31.923394575025593]]]",297.5466613769531,297.1852722167969,296.8702697753906,296.6268310546875,295.2295227050781,0,0
"[[[74.99792937305236, 31.93339457502559], [75.00792937305236, 31.93339457502559], [75.00792937305236, 31.943394575025593], [74.99792937305236, 31.943394575025593], [74.99792937305236, 31.93339457502559]]]",297.5466613769531,297.1852722167969,296.8702697753906,296.6268310546875,295.2295227050781,0,0
"[[[74.99792937305236, 31.943394575025593], [75.00792937305236, 31.943394575025593], [75.00792937305236, 31.953394575025595], [74.99792937305236, 31.953394575025595], [74.99792937305236, 31.943394575025593]]]",297.5466613769531,297.1852722167969,296.8702697753906,296.6268310546875,295.2295227050781,0,0
"[[[74.99792937305236, 31.95339457502559], [75.00792937305236, 31.95339457502559], [75.00792937305236, 31.963394575025593], [74.99792937305236, 31.963394575025593], [74.99792937305236, 31.95339457502559]]]",297.5466613769531,297.1852722167969,296.8702697753906,296.6268310546875,295.2295227050781,0,0
"[[[74.99792937305236, 31.963394575025593], [75.00792937305236, 31.963394575025593], [75.00792937305236, 31.973394575025594], [74.99792937305236, 31.973394575025594], [74.99792937305236, 31.963394575025593]]]",0.0,0.0,0.0,0.0,0.0,0,0
"[[[74.99792937305236, 31.97339457502559], [75.00792937305236, 31.97339457502559], [75.00792937305236, 31.983394575025592], [74.99792937305236, 31.983394575025592], [74.99792937305236, 31.97339457502559]]]",297.5466613769531,297.1852722167969,296.8702697753906,296.6268310546875,295.2295227050781,0,0
"[[[74.99792937305236, 31.983394575025592], [75.00792937305236, 31.983394575025592], [75.00792937305236, 31.993394575025594], [74.99792937305236, 31.993394575025594], [74.99792937305236, 31.983394575025592]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.99792937305236, 31.99339457502559], [75.00792937305236, 31.99339457502559], [75.00792937305236, 32.00339457502559], [74.99792937305236, 32.00339457502559], [74.99792937305236, 31.99339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.99792937305236, 32.003394575025595], [75.00792937305236, 32.003394575025595], [75.00792937305236, 32.01339457502559], [74.99792937305236, 32.01339457502559], [74.99792937305236, 32.003394575025595]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.99792937305236, 32.01339457502559], [75.00792937305236, 32.01339457502559], [75.00792937305236, 32.02339457502559], [74.99792937305236, 32.02339457502559], [74.99792937305236, 32.01339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.99792937305236, 32.02339457502559], [75.00792937305236, 32.02339457502559], [75.00792937305236, 32.03339457502559], [74.99792937305236, 32.03339457502559], [74.99792937305236, 32.02339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.99792937305236, 32.03339457502559], [75.00792937305236, 32.03339457502559], [75.00792937305236, 32.04339457502559], [74.99792937305236, 32.04339457502559], [74.99792937305236, 32.03339457502559]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.99792937305236, 32.043394575025594], [75.00792937305236, 32.043394575025594], [75.00792937305236, 32.05339457502559], [74.99792937305236, 32.05339457502559], [74.99792937305236, 32.043394575025594]]]",297.1920471191406,296.76190185546875,296.3699645996094,296.1934509277344,294.8276062011719,0,0
"[[[74.99792937305236, 32.05339457502559], [75.00792937305236, 32.05339457502559], [75.00792937305236, 32.06339457502559], [74.99792937305236, 32.06339457502559], [74.99792937305236, 32.05339457502559]]]",0.0,0.0,0.0,0.0,0.0,0,0
